id,kda_ratio
586_88,3925.469063523272
588_14,3296.5171105547743
593_111,3435.1529114376594
595_98,5031.986186815464
612_17,4368.20611100376
613_30,3543.092678839349
616_59,3905.705635031342
621_86,3024.381175784807
626_65,3877.1316475554527
630_93,3521.467660185201
633_14,2897.292608240859
634_34,3118.350723298448
638_61,4267.035630167149
639_11,6205.813790883079
645_82,3402.0559462327733
647_79,3123.938889925988
654_39,4311.960767826913
655_74,3963.2222778263076
657_28,4254.087713748573
669_44,4255.149522043627
670_41,4008.5884818201616
671_93,3369.9978000699116
676_34,3166.7840831820504
677_7,3774.719714366827
678_111,3523.0023374617476
680_93,4009.1067851758476
687_25,2939.20891158792
689_8,3854.13386064631
691_33,3194.1169394521867
693_21,3330.525660934816
696_33,3131.066960826713
708_104,4493.4798611124215
709_86,5029.850410433136
711_40,3814.1297803287976
716_6,3973.179624374539
718_26,3345.7083233894746
726_11,3487.435310875395
728_39,4051.596942100018
729_102,4066.0635013323176
734_17,4013.9397061482127
736_74,3657.89776985035
737_86,3953.194034118207
744_12,3577.2886670117705
749_88,3626.035148705267
754_93,7611.7930926850695
755_36,3420.466445574907
757_11,3656.3107946919276
761_120,4026.5402496435686
762_9,4084.2189361441838
766_39,5960.646007080082
771_7,2705.5402723428115
772_36,3463.0928870154708
779_13,2973.0598330424796
780_106,3946.8115405667863
781_70,3959.5368209597814
782_55,3284.499110797522
802_31,3966.8399150059613
803_74,3286.114981787542
805_93,3453.513624951971
806_106,3517.7699662505543
811_63,3880.179509125917
812_73,3778.302728228913
815_13,3576.653017770474
820_7,3333.586683032879
830_29,2641.2822454749107
834_11,3417.148254202776
836_93,3658.879092257429
837_9,3480.791432802176
839_44,4285.701020293116
841_107,3752.137138441825
844_86,3220.6182822769274
849_36,2907.1714628933532
850_82,3516.953169118848
854_76,5196.221824600195
864_5,3587.165327949023
872_13,3713.5595238538713
875_6,3553.205393781098
877_74,5246.23217254568
878_71,4787.604993958138
884_53,3269.3637555028035
889_97,3278.1419412478303
891_69,3963.155116703312
892_75,3401.8678815278076
893_7,3567.983214423782
895_70,4692.412511876
897_54,3617.3978261326956
899_10,3519.729728659446
908_88,3381.7227536007526
910_74,3751.4630678314297
913_14,4227.960938565701
916_8,5505.134562164035
917_10,3718.012134136589
918_35,3740.9047154317586
922_69,3932.642210107636
925_106,3772.772815873283
926_101,5267.9134374671485
931_18,4102.278629376109
932_57,2922.7288040671424
934_57,4557.620196719132
942_17,4546.749918425454
946_97,3348.541027471341
952_93,4432.697585773435
955_10,4310.950946320835
958_62,3371.692750158774
961_87,3103.698677409403
962_39,3304.8672828808544
965_26,5086.076464958838
966_69,3636.6117155503066
969_74,2747.585458219137
985_86,5191.305222827608
996_8,4016.5349835705697
1008_74,3453.0663135417412
1017_37,4283.013367346712
1018_62,5485.345734754546
1023_74,3682.838463739973
1030_69,3962.386363402501
1031_95,4456.786944702161
1033_51,3746.5680423410804
1034_75,3644.787262292204
1037_76,6056.327971898165
1038_74,5759.578447729874
1040_71,5453.756058282267
1042_17,3100.2182768395587
1045_17,3606.6843505190564
1050_34,4581.551616244586
1059_11,4766.901563416789
1066_70,4079.2183391943177
1067_14,3538.5457854610772
1072_71,4104.2207916918815
1076_34,3663.259004314868
1077_31,3628.1528775338384
1080_5,4882.732970515825
1082_16,3795.3622774093774
1085_93,3505.2163790601353
1086_88,3490.8583270119534
1088_17,3339.5497292554555
1092_76,6197.472284263289
1094_61,3605.4146461048517
1095_77,3257.1766289266234
1106_110,2824.0488419193343
1110_17,3920.1623107622645
1112_101,4892.708350386218
1113_21,3359.405219261112
1114_74,3302.571339651327
1115_9,5973.361182298018
1116_51,3752.6565683739786
1117_95,4234.719859495824
1119_47,3874.0134177590867
1120_114,4086.839854442556
1124_22,3322.027401940789
1126_41,3750.1582636473986
1127_18,3532.479596805289
1131_46,4465.923773586323
1133_90,3512.994904995225
1140_74,3499.724956277139
1141_39,3451.5237401701443
1143_104,3332.373845552427
1147_88,4477.464081225036
1155_64,2963.8614503442923
1157_90,5196.223356625349
1160_45,5966.674312129409
1162_57,3099.737169415012
1163_42,3871.2029597468004
1168_31,3355.3031726967815
1172_86,4701.123712032499
1175_9,3728.8755487623926
1178_32,5810.751960457528
1181_53,4370.565964724261
1184_67,3944.6377913388133
1185_48,3514.586911134237
1187_104,3893.7782699289537
1197_71,3365.9038337577936
1200_62,4529.633619956418
1206_9,3527.684021573532
1211_2,3560.276101409354
1212_82,3957.3170803725816
1216_88,3494.419486750312
1217_28,5009.150691161911
1222_51,2902.1810246926984
1223_38,3591.1992333008775
1228_7,2968.0319841996125
1234_25,3640.988269648327
1240_14,4032.6645219056613
1241_26,4697.24047305337
1242_80,5097.66769407677
1245_41,3265.247238897877
1253_74,3411.6761847165576
1264_74,3379.4927814641524
1271_23,3827.8393057201115
1276_88,3707.2585249958197
1280_47,3337.541432158153
1284_32,3451.6055952790252
1287_32,3624.3512443823233
1288_14,3475.6188383691588
1290_14,3687.704109344088
1293_41,3609.4947791351765
1298_97,5829.848802746961
1300_92,3421.3036435125778
1302_14,3318.806060077128
1304_34,3876.272787600243
1306_41,4842.513729624873
1310_74,4619.129341027836
1312_60,4425.056972002855
1324_74,4192.064675269014
1329_74,3592.9610667808347
1331_107,6146.152467770091
1335_10,4835.50529329916
1338_2,4226.9324233991265
1340_69,3800.1175976489876
1345_104,3631.568418718942
1347_1,3202.7358998446653
1350_14,5473.995491726418
1352_34,4576.2992828593315
1361_64,4511.432686980352
1365_72,5349.115351421801
1369_35,5210.577831405252
1383_9,3276.0417805489155
1385_34,4838.659258661856
1398_30,4009.3897139507776
1399_21,3392.6147458890932
1400_93,3776.7306668650376
1408_87,5084.778597042268
1409_7,4680.293209150597
1414_42,4234.995518616722
1415_14,5834.158595765083
1416_106,3181.665474094384
1423_63,5327.907922284076
1427_25,4179.7748849725085
1428_33,3223.797966626733
1430_79,4955.033055605495
1431_1,4111.532327009569
1433_11,4349.374587639249
1436_20,4265.45120381576
1440_81,3439.858183430356
1441_13,4095.075315426296
1443_55,4899.1943218447705
1447_16,3049.4279180529415
1453_44,4086.3148045533167
1454_21,4315.327741727711
1455_120,5913.162290873222
1456_7,5506.15748739143
1457_70,4324.726787393721
1461_9,5230.419675737835
1463_29,3752.4964878337187
1465_8,3986.2850696845417
1467_7,5360.341551834243
1473_97,4409.029310887661
1475_71,4766.521808445293
1476_44,4511.71993547426
1482_25,6180.056557904012
1483_83,4939.395655836973
1485_4,5227.751019859157
1486_1,4229.239090309682
1488_32,5452.5704071340215
1494_34,4006.239619603657
1495_88,4838.306770686242
1496_73,5315.985716001966
1498_93,3761.0432259479485
1499_74,5478.697565560119
1503_87,4889.002770755193
1505_34,3416.859698311808
1519_18,4382.403770564048
1521_18,5452.507518162678
1524_45,3238.173820658855
1526_1,4788.347742137167
1530_90,3320.808291115963
1534_76,3454.040916501034
1540_65,3071.618804547512
1546_1,5258.279971720016
1549_42,4406.822045647118
1553_1,3361.4748219229
1558_70,3355.35761749947
1559_62,5215.507125674328
1563_34,4695.665501909508
1568_30,3259.0480015934572
1569_93,5128.828191178185
1570_23,3803.147577857503
1574_26,3097.322086426657
1575_95,3628.6821882419495
1577_1,5047.608517946201
1578_53,3910.3672791502727
1583_86,4475.3736270333675
1584_86,5232.083385000051
1594_114,3905.8092258372726
1596_104,4479.510232429194
1598_28,5289.319543418705
1599_74,4106.433671293388
1601_54,4415.542677810809
1604_105,4054.280021906533
1605_110,4689.064499737841
1607_11,5504.135517971593
1609_30,3262.7004653330205
1611_8,5210.694629149491
1619_11,3710.1315969618004
1624_32,5764.071079532308
1629_51,5310.210893781928
1631_99,5323.581511042975
1633_102,3516.6789140289025
1635_52,4897.518451153691
1637_5,4568.545676485573
1638_93,4353.264411318947
1642_17,4697.225280904259
1644_76,5471.615364039261
1646_73,4048.9080609011858
1648_39,5263.890201245682
1649_98,4563.067467273421
1650_18,3425.818680590653
1651_8,5144.432819815049
1658_11,4208.764668269295
1667_11,4835.0189759172
1669_65,3906.179281212815
1670_14,5571.65332818687
1672_106,4411.424627600274
1675_33,3171.5885353430035
1676_9,4807.913225867888
1680_10,3864.395153969413
1686_13,5106.663208049893
1688_74,4628.221475159042
1690_34,5403.45170354933
1693_8,5670.645437134708
1695_74,3354.7089531120155
1696_107,4710.711233375327
1701_14,4062.6290181692452
1706_93,5121.412621654327
1708_15,4302.491651616183
1709_106,4443.49236948837
1712_17,3212.1099600164785
1719_71,3695.6955503716877
1720_13,4246.836528052933
1725_17,4474.250394137716
1737_51,4115.878440092938
1742_12,3982.516656635202
1743_7,4619.581695267419
1744_30,4142.3310175464585
1751_53,4689.732859328539
1760_74,5118.963466023136
1766_17,4443.648837429059
1769_112,5280.004491143668
1770_76,4762.838886557894
1771_14,4422.926486897639
1776_114,4523.3658365251085
1780_14,5202.089183860711
1782_9,4119.7228570078205
1788_104,4004.0361876506845
1789_11,5049.117210077019
1790_62,4738.527604741803
1795_56,4016.752211397154
1796_93,4653.817442780652
1802_34,4559.388787813237
1811_93,4438.178460866313
1812_53,4964.061675540855
1818_97,4113.338062930556
1824_65,4585.457852121256
1825_46,4375.675379558457
1828_11,3996.6592644349835
1831_46,4092.1316107011635
1833_93,4351.079473689235
1835_1,4515.755341768886
1841_98,4089.3103627459427
1847_34,3847.0326003950686
1848_39,5025.6917057226665
1854_33,4279.655539245769
1855_70,4111.528474268768
1857_74,5838.616129195645
1863_97,5025.919325113895
1872_34,4023.3724414179674
1874_21,3901.485133392692
1875_12,4264.775733360922
1880_11,3933.728582189728
1881_86,4046.9611818302537
1887_46,4401.481546661461
1889_17,5762.828297256766
1895_39,3961.331294487418
1896_21,4021.5303059178327
1897_10,5237.872938637311
1901_93,4795.589173922321
1906_48,4540.787300951288
1910_114,4934.538369532676
1912_31,4095.7301564399063
1916_47,4629.079773067093
1917_93,4209.871383043033
1920_74,4007.70658367599
1923_17,5734.118520655317
1925_97,4297.058489815764
1926_8,4205.400603286346
1932_40,4354.6924530818305
1934_9,3932.2497693881014
1935_8,3952.1644183660483
1937_98,4699.353808628944
1938_63,4129.152893808663
1944_7,3984.3262452969852
1947_93,4104.269246521776
1948_48,4363.23558540793
1951_27,3146.0031698928738
1952_14,3696.276178113549
1954_74,4243.8839936840095
1956_88,5512.326547387339
1959_44,4090.510665704625
1960_88,4987.781409702013
1966_13,5404.375960288957
1967_17,3858.367102551832
1969_11,4131.392032826147
1975_70,4020.502773609246
1980_2,5493.951732127012
1981_97,4302.845739994652
1982_48,3857.265067411345
1983_114,4587.306256922453
1986_9,4385.177577229894
1987_2,4015.181992810559
1988_76,4164.1140370025005
1999_41,4074.8400786015227
2003_41,3939.2468830299285
2004_60,4359.610320633287
2005_39,4022.129368295933
2008_46,3854.786636881537
2009_46,4212.644261788077
2013_14,4026.5544872555465
2014_73,4004.973585042477
2015_8,4373.818247367907
2017_11,5054.148225876306
2037_69,3984.3262452969852
2048_10,5150.348606340416
2049_34,4584.210207029827
2051_74,4218.536308380814
2056_39,4457.446163464471
2058_12,5226.312178886714
2060_74,3948.1805252017675
2061_88,4088.6271207294144
2064_71,4516.915479085462
2068_53,3969.365887349553
2069_57,3985.4936101537405
2070_33,5576.537760200175
2072_9,4129.776637903511
2073_52,4091.7324548269835
2083_2,5404.560383901089
2098_93,4745.151780244231
2100_92,5068.193434318541
2101_14,3999.889988370648
2102_34,4648.291262678156
2105_106,4167.264625374054
2106_114,4227.384457539617
2108_1,5502.808455193503
2109_93,4264.053189624498
2110_13,3589.2804722715236
2114_11,4267.828141242572
2117_17,3995.3083741300984
2118_82,4310.02653697855
2121_11,4064.219028604177
2135_62,5089.835782005118
2138_74,4212.208361342614
2140_76,4916.25368846625
2141_10,4396.002130325246
2151_38,4399.509970812704
2153_21,3969.599121299082
2154_1,5148.924674490294
2155_34,4818.973983423699
2158_41,4232.261605508483
2162_93,4413.178129186705
2163_17,4115.64431649915
2164_17,3982.516656635202
2165_76,5219.402443764045
2166_75,4047.319959232129
2169_21,4457.961710514176
2170_8,4019.4192586944478
2179_106,4393.649456904991
2190_39,4089.1636150384024
2192_91,3909.6486312964403
2195_88,4418.822006046908
2198_62,4250.478659366892
2199_17,4045.696077612743
2201_58,4090.310306229962
2204_95,3984.3262452969852
2214_25,3987.4332064254145
2221_104,4506.573590570606
2226_86,4009.3013266673606
2227_9,3945.101451872049
2229_82,4510.789993758287
2230_93,4150.165071846461
2235_61,3866.5029128341553
2253_17,4143.690301199707
2256_10,4478.625002217034
2257_106,3934.543983946788
2258_67,3977.3543454068363
2260_93,4092.1316107011635
2261_86,3884.240115753694
2264_52,4327.8889250490065
2267_17,4053.6933449479857
2268_93,3836.6435888706496
2269_17,3840.807500507314
2272_1,4231.056745190819
2273_86,4111.528474268768
2275_88,4345.013318510912
2277_62,3886.1685075918494
2278_8,3971.193864290453
2285_8,3864.6015002331383
2286_8,4321.17067212032
2291_10,4043.794847369694
2301_86,4055.2290086419193
2302_1,4457.834948429478
2311_34,4364.181277875646
2312_8,3969.599121299082
2313_100,4035.824706392603
2315_54,4065.582135876304
2316_7,4075.3519459565073
2324_39,4530.157701024936
2326_9,4524.435638672548
2330_106,4028.976656767941
2331_8,4535.415572281696
2336_33,4222.788918379153
2340_56,4007.70658367599
2348_8,4601.46555229243
2353_58,4091.7881748654186
2369_104,4126.083536287153
2374_11,3896.20094989323
2375_106,3951.0749739082316
2377_74,3982.516656635202
2378_8,4200.704506921666
2386_8,3921.2897959764355
2392_8,3984.3262452969852
2393_106,3805.0864902838316
2399_11,4267.959347250064
2404_76,5109.104658129929
2405_12,4295.9807450795315
2408_15,3952.1644183660483
2409_11,4238.811969298574
2413_100,4075.3519459565073
2421_64,3873.5461909298947
2424_17,4094.810028432575
2426_8,3909.6808625001977
2427_7,3857.755392937868
2429_74,4050.8550118783996
2432_93,4301.092235588253
2435_11,4228.720134572567
2443_59,3999.484965045096
2445_25,4366.0630232601525
2447_2,4434.100785573748
2449_17,4023.4498196222253
2457_74,4070.7770145305285
2461_1,4006.5017233583253
2462_54,3993.097581353071
2464_21,4103.385258875249
2468_93,4022.129368295933
2474_107,4019.853385111014
2476_14,4061.482170752003
2478_13,3940.9354740434655
2480_11,3942.5827101842187
2483_16,3997.243780633107
2489_51,4004.0361876506845
2492_13,4014.6784835661388
2499_93,4388.261901564319
2503_13,4011.551152187537
2504_11,4218.536308380814
2505_39,4405.289944940435
2506_109,4061.7957211959374
2507_50,3950.661101834545
2510_17,4111.528474268768
2515_34,3958.0209257363194
2517_14,3980.403886485527
2520_17,4088.2694812926325
2527_17,4050.438833084896
2532_76,4129.776637903511
2536_104,4091.7324548269835
2537_70,4184.192193020902
2538_9,4284.619151443733
2543_16,3984.550085765563
2550_62,3999.889988370648
2552_112,3969.5254386898946
2554_1,4163.699697645531
2560_95,3999.564669141462
2564_106,4238.811969298574
2566_11,3805.0864902838316
2568_39,4927.520485109747
2569_69,4289.393596962945
2575_106,3969.599121299082
2576_86,4025.806642386473
2577_36,4007.70658367599
2587_10,3965.826802403867
2593_2,4271.98990817784
2595_34,4550.27010108377
2600_93,4396.002130325246
2605_63,4228.720134572567
2606_19,4010.532284286103
2607_11,3934.3084122701393
2609_106,4871.003233464423
2610_39,4232.261605508483
2616_74,4393.873210158554
2617_39,4047.305961255957
2620_39,4501.39563358512
2621_76,3983.7256189921272
2626_23,4054.954363600312
2628_106,4349.5639457887355
2630_7,4027.5960189022626
2634_39,4224.500146585699
2635_93,4058.7243657236827
2639_74,3967.486351149406
2640_9,4029.527872837521
2645_2,4037.8487766494263
2647_59,3982.8589460191747
2649_106,4071.0053872018157
2652_14,3984.3262452969852
2656_8,4206.10830727732
2662_112,3918.5150722734857
2663_76,4009.3013266673606
2672_17,3983.7215169528663
2673_39,4510.789993758287
2674_25,4161.212391087465
2676_23,3984.550085765563
2677_65,4156.607836535825
2682_46,4412.680610729636
2683_11,3939.2468830299285
2686_11,3977.3543454068363
2690_10,4092.1316107011635
2695_11,3873.8511042292744
2700_10,3970.9891136322312
2702_11,4034.3884259198376
2706_76,3836.6435888706496
2707_34,3821.5025814791634
2708_1,4164.145352506589
2711_70,4328.592979737536
2714_51,4191.267627720154
2719_13,3824.431844819698
2721_35,3971.193864290453
2730_17,3864.6015002331383
2734_4,4238.811969298574
2739_65,4023.650093972108
2741_69,5449.665184743671
2745_13,3963.8145208296105
2748_23,4367.283799154587
2751_25,3969.599121299082
2752_74,4035.824706392603
2754_21,4095.9343741454545
2760_76,4075.3519459565073
2773_106,4510.789993758287
2774_11,4477.262118838144
2776_13,4028.976656767941
2777_11,4535.415572281696
2786_76,4222.788918379153
2788_99,4014.6784835661388
2794_9,4349.870080360976
2798_79,4091.7881748654186
2802_14,4121.6391768839785
2804_73,3937.1341128802524
2807_106,4404.705612747687
2811_34,3982.516656635202
2812_53,4231.056745190819
2814_47,5233.460644261291
2818_74,4014.6784835661388
2819_8,3848.1324234205304
2825_17,4267.959347250064
2829_11,3866.5029128341553
2831_65,4231.056745190819
2836_74,3911.549970883749
2840_106,4238.811969298574
2843_39,4075.3519459565073
2844_51,3971.632550429442
2846_39,4020.684423010495
2848_22,4430.964733877028
2849_95,3929.946355565444
2850_10,4050.8550118783996
2851_69,4302.297095905917
2855_34,4259.072372841721
2862_9,3980.1800460169493
2865_93,4366.0630232601525
2868_16,4703.14432042651
2870_93,4023.4498196222253
2872_67,3982.516656635202
2874_4,4019.4192586944478
2876_11,3993.097581353071
2878_113,4019.328192090595
2879_9,4022.129368295933
2880_106,4000.548466082865
2881_39,4088.2694812926325
2882_13,3875.537727565775
2886_41,3898.5195282419686
2887_46,3997.243780633107
2888_92,3971.632550429442
2889_54,3963.2047802884977
2893_39,4418.614139833472
2900_48,4030.529579920302
2903_91,3984.550085765563
2906_17,4361.10499356991
2909_9,4061.7957211959374
2911_8,3977.1159480969627
2912_17,4111.528474268768
2913_53,4016.068475899289
2917_14,3984.550085765563
2921_41,4012.1988907642603
2922_11,4019.4192586944478
2923_7,3949.3622470988225
2931_11,4014.6784835661388
2932_9,4125.050737949009
2933_34,4056.326333684488
2934_11,3984.550085765563
2935_7,4004.0361876506845
2936_21,4002.438659287332
2939_14,4173.172384774859
2950_39,3965.7644298993746
2951_19,4245.783869188723
2954_74,3835.438728552985
2955_9,3829.271977271848
2961_107,4238.194406244417
2963_11,3969.599121299082
2965_98,4014.6784835661388
2966_88,4007.70658367599
2970_109,3965.826802403867
2974_56,4271.98990817784
2975_46,4239.245231192185
2979_11,4411.212138827409
2980_106,4228.720134572567
2981_16,4027.5960189022626
2983_46,3977.3543454068363
2985_2,4279.440792907633
2987_7,4918.146866750032
2988_11,4882.490260062209
